Country,Year,Total Water Consumption (Billion Cubic Meters),Per Capita Water Use (Liters per Day),Water Scarcity Level,Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Groundwater Depletion Rate (%)
Turkey,2024,757.43,213.18,Medium,25.98,18.89,24.42,473.28,2.58
South Africa,2009,98.09,107.5,High,45.92,36.05,39.92,714.27,3.4
Italy,2012,862.64,104.65,High,24.53,40.21,19.85,1469.41,0.44
Argentina,2018,814.97,176.69,Low,74.59,12.57,13.5,2919.04,4.08
Brazil,2010,43.07,74.02,Low,46.87,41.54,10.65,885.25,3.16
Australia,2012,100.17,359.83,High,70.31,5.32,15.54,654.45,2.85
France,2020,58.64,83.29,Low,78.77,28.85,15.61,739.98,3.57
UK,2007,341.4,141.48,High,60.67,28.26,35.74,2153.6,2.85
UK,2007,514.2,91.8,Medium,74.09,33.07,14.68,2752.58,3.86
Canada,2003,537.02,78.43,High,28.12,15.79,35.88,318.0,2.96
Indonesia,2014,274.99,170.49,Medium,69.8,5.44,12.6,2272.94,2.65
China,2010,912.48,307.35,Medium,36.27,25.46,37.2,1534.36,0.76
Brazil,2010,374.58,484.11,Low,48.36,8.21,17.69,2493.05,2.41
Germany,2000,55.09,444.0,Low,58.79,45.15,28.34,1322.37,2.74
Argentina,2016,307.22,444.17,Low,74.21,12.81,14.79,115.13,3.16
Japan,2014,535.8,129.23,Low,74.66,24.14,21.7,2080.11,2.33
Japan,2019,414.14,169.21,High,25.53,24.53,12.57,2443.12,0.82
Italy,2005,281.1,84.38,Medium,41.87,29.88,27.39,2715.86,0.84
Japan,2023,140.01,400.31,High,67.59,40.21,20.38,1750.25,3.63
South Korea,2021,820.97,81.42,Medium,62.19,26.25,35.56,453.94,3.34
India,2024,996.18,300.51,Medium,21.58,6.16,15.45,1172.52,1.37
Turkey,2014,336.25,161.54,Medium,46.99,39.7,18.4,2374.33,2.28
South Korea,2008,387.8,159.55,High,69.76,8.7,15.32,1533.8,1.6
South Korea,2013,621.86,495.83,Low,64.26,33.87,26.91,2127.81,0.99
Indonesia,2017,721.26,390.55,High,44.71,41.15,13.35,113.6,1.7
UK,2016,398.11,426.62,Medium,64.11,17.72,15.68,311.71,1.39
Saudi Arabia,2017,905.88,307.39,High,53.07,25.21,30.35,2075.37,0.5
Japan,2004,564.4,441.96,Medium,74.76,5.65,12.23,941.59,2.57
Saudi Arabia,2019,455.89,340.47,Low,55.23,41.17,32.29,1225.74,2.31
Turkey,2019,650.21,475.78,Low,44.04,36.65,13.13,1962.19,3.6
Spain,2008,953.28,176.6,High,71.78,15.41,27.56,424.84,3.14
Saudi Arabia,2010,796.61,317.89,Low,22.99,22.56,39.93,2514.85,1.78
France,2023,49.61,360.56,Medium,74.03,36.29,15.22,518.86,2.53
Russia,2021,338.99,226.82,Medium,61.78,21.12,17.83,2226.52,2.73
Argentina,2000,475.84,445.87,Low,76.44,12.31,36.95,948.98,4.6
Argentina,2017,321.37,490.91,Low,35.03,28.33,28.79,853.92,4.91
Italy,2005,703.19,272.2,Low,61.7,37.56,24.78,2481.67,4.1
South Africa,2001,828.01,225.79,High,68.57,19.44,26.88,1701.39,2.85
Australia,2014,734.03,262.37,High,62.13,10.48,18.86,695.94,4.65
Russia,2020,989.44,433.73,Medium,32.62,42.33,35.66,107.38,0.97
Mexico,2013,279.82,340.46,High,36.54,16.38,32.36,2921.8,3.51
USA,2004,876.24,70.15,High,54.0,28.08,29.27,1351.02,2.36
Argentina,2005,768.96,293.98,Medium,46.81,36.11,37.95,1252.53,0.81
Brazil,2005,368.56,57.79,Medium,64.11,19.27,27.34,245.91,0.47
Germany,2021,736.78,400.34,Low,42.72,34.19,25.36,2693.77,2.46
Spain,2017,113.04,197.74,Low,71.57,25.69,39.27,507.7,1.27
Russia,2013,791.44,262.4,High,45.92,30.67,16.18,1072.82,1.33
Australia,2009,537.01,409.41,Medium,22.4,31.58,14.26,1321.2,1.67
Argentina,2013,299.37,70.9,High,21.04,42.09,14.87,2449.31,3.62
Russia,2012,659.22,121.34,High,58.8,34.53,39.68,1142.45,0.9
USA,2002,645.2,229.08,Medium,52.43,16.89,29.57,1641.24,3.62
Russia,2005,217.39,153.47,Medium,52.56,7.68,19.18,1343.32,3.94
France,2007,40.09,202.06,Medium,67.4,5.09,17.47,1004.35,3.01
Canada,2011,439.29,499.18,Medium,42.54,45.7,11.7,2844.28,1.31
Italy,2012,573.82,421.44,High,79.73,47.39,13.96,2410.94,0.35
India,2010,877.84,447.76,High,76.73,9.24,37.25,605.62,2.1
Brazil,2011,928.93,471.67,High,20.78,26.92,32.42,1708.65,4.25
Brazil,2000,533.52,203.42,Medium,73.74,11.82,38.25,2410.02,0.6
South Africa,2016,756.27,183.68,Low,60.83,47.69,22.71,1781.39,3.75
South Korea,2015,444.91,155.33,High,50.13,16.11,28.04,1531.96,2.39
Australia,2010,748.62,423.55,Low,54.96,27.57,24.51,308.97,4.5
Germany,2012,212.75,355.8,Low,70.51,12.45,36.44,407.59,1.85
Russia,2017,377.35,156.28,Low,77.06,19.97,39.74,811.19,3.55
Saudi Arabia,2010,637.89,219.65,Medium,53.62,17.01,37.98,1588.85,3.73
USA,2011,27.98,278.02,Medium,30.88,26.39,27.94,2963.16,1.07
Italy,2005,725.24,287.66,High,58.39,23.89,11.85,2426.57,0.87
China,2008,837.18,449.93,High,24.57,19.89,28.53,419.15,0.55
Russia,2015,405.15,221.25,Medium,58.11,9.76,12.91,2180.05,3.54
France,2003,453.46,458.84,Medium,68.52,26.8,14.16,2450.37,2.79
South Africa,2002,852.77,248.62,Low,41.2,43.26,15.74,1301.36,0.52
China,2015,777.9,385.87,Medium,24.27,37.86,20.9,1057.43,1.61
Russia,2023,295.27,468.61,Medium,61.53,37.43,27.75,1795.38,0.8
Indonesia,2024,330.74,458.41,Medium,40.36,21.47,20.01,1605.55,0.55
France,2011,682.09,75.63,Medium,34.95,36.88,23.57,869.12,1.56
China,2010,567.57,142.57,Low,61.35,25.95,11.42,1252.4,0.57
Russia,2004,170.61,264.61,High,78.18,11.76,28.59,1678.87,1.37
Brazil,2024,316.83,244.2,Low,64.72,23.86,29.71,1781.78,2.81
France,2017,900.98,338.4,Medium,49.48,10.97,12.98,1642.07,2.85
China,2018,691.29,475.12,Medium,56.03,10.15,33.55,2553.71,0.92
Saudi Arabia,2022,986.11,100.58,High,28.54,6.04,29.42,192.06,1.04
Russia,2022,769.34,253.34,High,68.79,17.73,24.69,1065.65,4.29
South Africa,2005,942.55,136.58,High,56.26,19.89,26.59,2274.52,0.92
Germany,2021,224.03,452.35,Low,77.95,36.47,25.09,1990.17,0.32
Argentina,2017,773.77,484.06,High,78.77,29.21,11.61,2762.97,1.3
Italy,2005,30.02,265.42,Medium,41.28,43.63,32.05,1805.26,2.92
South Korea,2003,674.05,96.8,Medium,79.31,12.94,25.35,1950.64,0.14
Russia,2011,474.59,403.38,Medium,77.41,16.97,15.18,2144.35,4.93
UK,2018,353.29,363.71,Low,58.39,47.35,30.42,639.98,1.23
Japan,2001,863.78,209.6,High,40.01,24.98,30.85,2284.41,1.27
South Africa,2016,855.73,449.33,High,65.2,40.51,16.4,969.68,3.72
Germany,2010,32.08,489.12,High,36.27,27.15,33.89,1331.05,1.32
China,2010,613.41,301.03,High,57.79,26.2,23.7,140.62,2.04
Canada,2020,374.15,304.58,Medium,21.47,11.67,15.42,2546.34,2.77
France,2015,421.5,183.88,Low,57.71,43.3,29.73,2865.13,0.21
UK,2001,833.72,313.03,High,77.1,8.53,27.9,274.55,4.2
Russia,2001,316.74,247.84,Medium,34.11,18.96,15.11,1942.08,2.61
Russia,2022,943.62,185.99,Medium,66.69,35.31,36.17,2886.26,1.63
South Korea,2007,187.84,80.23,Low,37.61,27.83,35.64,1860.01,2.06
UK,2012,666.1,163.72,High,62.47,44.66,35.09,2414.06,0.37
France,2009,675.38,139.03,Low,62.0,6.77,21.98,442.57,3.62
France,2007,259.67,293.92,High,31.08,34.22,34.74,810.06,2.74
Russia,2003,331.5,320.75,Low,55.83,26.49,35.34,1102.63,4.58
China,2014,836.45,323.86,High,71.55,11.94,39.9,2945.38,2.37
South Korea,2000,764.19,224.68,High,42.95,38.45,38.73,2367.16,4.16
Brazil,2010,335.8,239.55,Low,62.62,23.51,21.49,2668.42,1.02
UK,2006,538.62,425.41,High,60.47,28.92,15.95,1512.52,0.38
Argentina,2016,71.06,264.3,Low,35.45,48.53,18.77,2178.74,4.75
Germany,2019,216.66,494.5,Low,75.12,26.88,24.84,2221.54,1.36
Russia,2023,490.96,247.83,High,53.81,42.05,34.16,1749.88,4.18
Canada,2017,95.11,342.31,High,41.32,39.63,31.69,2646.11,1.36
USA,2021,844.9,72.66,Low,29.86,34.82,33.63,558.93,0.86
USA,2021,720.83,344.0,Medium,48.41,45.36,21.4,266.81,3.69
South Korea,2011,944.2,433.14,Low,63.81,16.32,17.41,981.76,3.91
UK,2008,696.53,474.11,Medium,57.42,41.93,10.72,355.99,4.23
Turkey,2004,941.0,498.79,Medium,63.62,22.0,28.79,274.92,4.34
Australia,2009,558.97,176.98,Low,67.51,41.56,33.85,1315.36,2.47
France,2003,604.22,308.92,Low,46.46,27.22,36.67,681.47,2.06
USA,2004,977.2,252.82,Low,51.21,43.6,24.29,2391.43,3.78
USA,2009,645.71,303.72,Medium,79.19,45.27,37.83,1781.37,2.89
South Africa,2010,40.48,120.85,Low,78.08,31.89,16.07,1145.72,4.83
Germany,2020,726.56,435.27,Low,44.89,27.84,25.43,930.98,1.94
Spain,2023,906.41,459.31,High,61.11,40.25,16.41,1733.1,0.31
USA,2009,797.62,252.35,High,36.06,17.01,15.64,1358.61,2.99
Spain,2007,587.99,176.19,High,29.16,5.69,38.6,261.63,1.83
India,2001,674.59,113.38,Low,66.1,23.32,34.53,2029.05,1.78
Turkey,2022,990.29,357.69,Low,46.17,27.85,10.35,1549.3,2.87
Canada,2007,99.76,190.5,Low,30.62,18.38,18.06,903.01,4.62
Mexico,2015,670.57,459.29,Medium,65.53,22.25,16.15,942.2,1.41
Argentina,2021,290.56,351.96,Medium,74.91,10.99,14.41,1413.08,1.96
Mexico,2004,643.69,340.56,High,76.0,17.48,30.92,2500.02,4.47
Brazil,2024,611.55,301.73,Medium,55.78,15.8,27.01,1326.85,4.49
Germany,2002,161.92,70.6,Medium,48.78,18.54,23.62,2534.78,1.25
Argentina,2011,214.68,469.37,Medium,28.51,18.46,15.68,1332.1,3.56
China,2012,625.41,332.57,High,67.57,30.15,18.33,2506.75,2.14
Germany,2012,136.95,497.33,High,76.72,16.28,20.68,2801.44,4.69
Brazil,2009,272.53,291.81,Medium,73.37,47.34,33.56,159.66,3.69
Brazil,2003,836.89,369.55,Low,65.11,28.01,39.68,280.53,2.52
UK,2008,333.82,75.29,High,20.27,10.8,15.52,488.66,4.11
Spain,2021,493.18,334.28,Medium,44.47,17.58,20.25,454.15,4.99
South Africa,2023,941.73,394.09,Low,44.64,37.84,18.41,1417.99,2.29
Germany,2022,234.88,400.33,Low,73.66,5.61,11.32,2315.7,1.93
Russia,2001,395.73,396.55,High,23.94,47.2,16.58,2887.85,3.07
Spain,2018,610.39,151.83,Low,51.87,25.03,37.05,1311.56,3.45
USA,2000,757.79,488.93,High,28.17,28.45,35.29,2096.6,3.55
Mexico,2024,902.64,497.83,Medium,59.74,49.48,15.03,1942.97,2.42
Brazil,2006,916.32,84.02,High,67.54,27.65,20.98,1240.23,1.73
Argentina,2016,778.87,471.4,Low,58.52,47.65,19.32,2191.26,4.13
Mexico,2002,236.05,180.25,High,67.68,46.19,14.43,1816.66,4.8
Saudi Arabia,2019,34.56,360.18,High,56.45,47.36,28.67,2303.82,4.33
Mexico,2019,389.94,202.15,Medium,31.39,41.56,26.72,661.58,3.44
Saudi Arabia,2020,150.13,485.49,Low,42.96,18.34,22.81,1144.79,1.86
Spain,2002,713.28,95.68,High,77.41,20.59,35.66,2046.54,3.15
Japan,2002,664.52,273.99,Medium,37.29,21.42,28.59,461.93,0.6
India,2016,53.53,242.62,Medium,23.77,49.06,17.78,2334.15,2.72
South Korea,2006,838.23,196.71,Medium,43.09,21.23,21.21,486.98,3.93
USA,2013,256.26,340.49,Medium,41.98,9.89,14.5,1040.92,1.33
China,2016,437.9,108.98,Medium,48.22,40.02,27.74,788.83,2.56
Indonesia,2017,671.25,372.5,High,53.62,21.47,27.6,276.86,0.46
Australia,2012,435.12,491.27,High,79.55,32.94,36.11,884.9,4.21
Turkey,2019,446.87,412.05,Low,65.37,46.6,35.67,2743.38,1.82
Mexico,2019,74.97,437.01,High,22.15,30.9,35.11,178.09,2.95
Argentina,2020,407.43,211.84,Low,62.76,33.7,26.47,148.8,1.95
South Africa,2017,767.2,196.2,Low,69.45,33.93,29.56,2142.37,3.03
USA,2003,916.02,282.67,Low,73.74,32.56,33.27,1163.92,3.75
Germany,2000,419.36,70.58,High,45.44,12.19,12.75,766.25,1.7
South Africa,2017,429.35,475.41,Medium,38.82,25.54,19.02,1575.73,2.64
Mexico,2000,705.6,114.7,Low,70.36,5.34,15.07,873.36,3.99
India,2012,943.34,456.36,Medium,66.66,33.18,25.34,1236.85,3.47
Indonesia,2019,274.39,87.61,Low,52.16,30.89,35.13,2174.48,0.38
South Korea,2019,445.74,420.18,High,27.07,19.32,16.92,439.03,2.89
Argentina,2022,798.01,118.38,Low,59.11,28.58,31.93,2883.0,1.94
India,2009,613.6,67.16,High,23.94,27.19,22.17,223.33,3.57
Saudi Arabia,2010,119.48,373.77,Medium,26.02,16.29,37.09,2438.96,0.18
Mexico,2008,631.46,176.12,High,39.87,18.2,28.8,2201.31,1.72
Italy,2008,194.88,371.52,Medium,42.27,39.31,39.3,918.06,0.52
Italy,2004,515.11,299.79,High,47.72,39.01,17.37,443.14,4.61
France,2000,533.81,98.96,Low,40.35,26.14,37.72,2571.89,4.39
Argentina,2016,877.44,469.46,Low,22.03,37.29,20.71,2070.87,4.84
Japan,2021,467.87,253.54,High,29.44,25.29,28.66,943.56,3.25
Argentina,2001,286.65,380.5,Medium,26.91,43.31,15.24,149.09,4.05
Spain,2023,238.66,275.46,Medium,45.87,19.98,32.79,2821.62,3.1
France,2012,875.51,321.96,Medium,32.73,46.73,39.35,1272.33,2.51
China,2008,179.3,186.25,High,37.61,29.4,33.62,611.17,4.19
Australia,2003,431.61,140.16,High,48.29,29.11,28.47,2744.32,3.9
Australia,2004,195.3,294.16,High,34.13,35.19,23.45,1141.16,3.69
France,2010,775.57,248.1,High,34.76,20.34,20.36,1443.43,4.48
UK,2023,479.63,225.55,Medium,69.99,37.59,22.57,2125.99,4.65
Brazil,2018,357.63,352.66,Medium,52.89,19.42,19.85,2476.31,2.28
Italy,2020,367.49,360.73,High,71.41,22.89,34.98,390.52,1.49
France,2002,853.69,70.66,High,50.87,35.36,36.79,2706.15,2.61
South Africa,2011,558.24,202.44,Medium,74.56,22.03,38.49,2804.37,0.56
Germany,2018,720.69,235.29,Medium,35.28,14.0,22.55,851.88,4.7
UK,2018,898.07,93.6,Low,57.0,44.24,26.39,1542.43,4.92
USA,2012,902.72,156.16,High,50.19,46.5,27.31,2587.84,3.3
UK,2006,335.22,73.24,Low,75.12,33.2,29.53,1513.31,3.76
Turkey,2014,952.93,498.31,Medium,45.11,41.5,10.07,1497.73,1.69
Canada,2022,34.63,381.45,Medium,71.29,49.4,35.28,1893.72,4.34
Indonesia,2006,383.07,89.35,High,53.83,32.66,18.04,2325.57,4.51
Japan,2007,896.84,59.11,Low,62.51,45.9,24.16,2030.29,0.48
South Korea,2004,281.89,373.68,Medium,73.21,21.17,35.25,1917.04,0.74
Saudi Arabia,2020,280.35,247.64,Low,79.81,36.52,39.91,1177.85,1.38
UK,2013,309.6,404.06,Low,63.87,7.51,33.85,1927.21,3.55
UK,2003,616.19,465.56,Low,38.87,40.5,10.74,399.49,1.0
India,2022,443.95,319.69,Low,37.94,42.34,21.06,1287.72,1.18
Australia,2009,729.47,134.2,Low,38.55,23.05,17.42,646.22,1.97
USA,2019,895.96,401.99,High,25.87,33.75,38.92,1658.95,3.1
Mexico,2014,677.46,480.12,High,23.22,43.63,17.93,859.93,4.88
Brazil,2017,212.42,311.1,Low,54.85,44.76,38.3,1567.21,3.94
Italy,2019,933.36,356.9,High,68.64,9.79,38.13,2354.24,2.84
UK,2012,271.85,201.86,Medium,22.17,42.24,35.18,1358.58,0.34
France,2007,158.4,221.69,Low,54.0,17.34,12.94,734.31,2.63
Italy,2008,99.07,380.59,High,42.31,37.73,10.06,746.65,1.1
Australia,2015,567.75,467.5,High,73.55,19.63,33.82,2728.14,1.57
Turkey,2018,122.62,333.04,Medium,28.72,7.53,35.3,2364.62,1.33
Russia,2015,147.39,405.43,Medium,53.81,14.44,38.87,206.06,1.8
Russia,2006,307.03,127.24,Medium,78.26,23.39,16.55,2833.9,0.41
France,2013,288.84,145.38,Medium,40.7,38.36,31.99,426.44,2.93
Brazil,2013,608.2,289.42,Low,64.51,9.53,25.57,1993.53,0.32
Spain,2024,818.58,129.45,High,72.95,41.58,19.85,1699.36,3.34
USA,2003,763.74,335.75,High,31.17,49.86,28.19,235.35,3.68
South Africa,2014,269.86,181.24,Medium,79.55,40.47,26.45,956.0,2.48
Turkey,2002,252.86,406.19,High,68.56,26.32,18.77,2349.98,3.93
Canada,2004,966.13,413.65,High,28.25,30.57,18.05,989.95,4.84
Canada,2000,18.15,258.7,High,38.65,5.28,24.6,1492.96,1.77
Canada,2002,880.92,131.36,Medium,57.5,14.42,24.22,2124.06,3.13
Australia,2014,207.73,341.05,High,73.1,45.45,19.06,307.56,1.69
China,2023,947.81,496.75,High,31.69,5.98,17.91,2514.56,2.27
UK,2007,348.88,330.17,High,63.87,45.72,38.63,220.59,0.2
Indonesia,2003,445.95,66.1,Low,36.24,10.1,35.87,860.92,0.46
India,2001,710.05,57.78,Low,68.32,10.99,34.5,2312.9,4.01
France,2023,591.79,194.16,High,61.01,12.89,16.43,2744.44,0.79
UK,2023,324.76,138.1,High,51.37,40.97,15.68,2305.0,3.53
India,2009,558.29,415.87,High,58.99,26.52,34.28,758.3,3.57
France,2003,733.4,430.16,High,72.59,11.53,15.54,2958.6,4.98
Indonesia,2002,51.91,166.38,High,43.19,35.91,25.11,1298.67,3.51
South Africa,2001,21.09,196.54,High,66.16,47.33,16.64,1191.71,0.73
Spain,2024,463.49,156.31,Low,29.53,30.76,21.34,2609.18,3.17
Australia,2016,140.52,458.77,Medium,62.07,9.44,35.6,292.01,2.67
UK,2022,667.7,276.19,High,65.04,7.46,36.74,1712.64,4.6
Indonesia,2020,221.91,345.26,High,46.58,40.81,39.9,2900.31,3.48
Turkey,2023,438.52,236.97,High,67.62,33.17,38.32,390.38,2.64
Turkey,2019,205.69,333.96,Medium,53.43,46.52,30.14,1668.46,3.16
Russia,2022,553.0,223.63,High,76.18,29.63,22.95,484.12,2.27
Indonesia,2012,124.89,202.86,High,26.75,7.81,11.73,2680.94,2.59
Turkey,2004,32.88,335.52,Medium,27.85,23.17,28.24,1804.47,3.64
Turkey,2020,60.62,315.98,High,70.55,34.61,16.32,780.35,0.48
Spain,2008,954.72,182.09,Medium,70.54,22.32,35.5,990.42,3.12
Canada,2024,150.86,117.21,Medium,48.27,49.98,26.47,1598.23,0.53
China,2024,711.39,215.86,High,77.84,23.24,32.01,2203.51,4.29
Japan,2021,77.25,236.84,Low,60.76,29.58,30.2,1513.73,4.72
Spain,2005,117.08,332.91,Low,78.97,15.14,20.42,648.87,3.92
China,2004,513.79,461.54,High,51.94,11.85,32.77,2153.58,3.62
France,2024,470.22,66.28,Medium,32.1,34.04,35.3,443.25,4.72
Russia,2009,952.06,159.65,Medium,46.66,31.49,32.32,2447.28,1.17
UK,2007,945.39,137.17,Medium,78.83,5.2,33.3,1247.24,1.22
Australia,2006,781.81,276.03,High,42.22,17.82,20.8,1992.86,2.46
Germany,2006,606.08,243.37,Low,77.42,33.96,38.31,1099.63,0.14
France,2005,460.41,378.07,Medium,67.82,41.55,22.74,2040.31,4.83
USA,2020,362.62,159.09,Medium,46.53,19.06,36.91,2678.64,0.26
China,2019,947.62,317.52,High,52.51,34.13,35.73,2134.07,3.02
USA,2002,606.88,447.74,Low,56.45,16.94,13.73,2047.09,1.83
South Korea,2018,583.28,459.8,Low,59.95,36.07,38.99,2296.49,0.6
China,2021,239.58,481.45,High,24.6,36.41,39.89,1550.61,0.22
Spain,2014,56.23,397.97,Low,76.02,10.86,28.18,738.85,1.39
Brazil,2003,945.74,457.69,High,55.82,34.93,33.49,2465.01,0.62
Italy,2011,320.6,155.54,Medium,75.87,20.01,38.01,1980.6,4.71
Spain,2005,448.16,138.91,High,57.91,12.77,10.6,1010.08,1.3
Turkey,2018,123.49,52.92,Medium,45.86,27.52,37.9,900.02,0.56
USA,2003,838.56,368.08,High,54.02,25.35,28.82,1549.79,3.87
USA,2014,37.36,471.86,Medium,69.77,39.82,34.85,701.19,2.13
Mexico,2008,835.65,134.12,Medium,39.57,8.8,26.22,2646.89,4.23
Brazil,2004,148.88,336.62,High,77.39,40.54,25.92,2386.86,4.21
Germany,2012,887.7,385.91,Medium,47.96,9.77,36.93,994.11,4.96
France,2022,732.47,467.43,Low,77.37,14.34,25.22,243.27,4.04
South Africa,2017,173.02,341.09,High,72.85,28.21,24.15,250.42,1.15
Saudi Arabia,2004,570.16,486.63,Low,66.06,25.84,28.25,961.65,2.97
South Africa,2024,319.53,205.1,Medium,48.05,49.5,25.56,527.77,2.68
China,2015,186.45,207.47,Medium,55.22,31.53,23.39,2632.66,2.59
Saudi Arabia,2018,860.59,294.36,Medium,70.28,19.73,15.42,1320.27,1.55
UK,2013,409.49,222.58,High,52.64,45.51,21.92,1109.28,1.13
Mexico,2024,404.56,50.64,Medium,64.29,19.05,18.46,731.91,3.61
USA,2015,178.19,379.3,Low,67.44,17.32,22.01,2539.48,0.6
Argentina,2014,389.24,388.27,Low,50.79,27.25,27.79,2398.15,0.34
France,2021,872.9,386.14,High,52.17,46.09,28.27,1214.55,1.97
South Korea,2003,369.5,205.26,Low,31.87,36.88,17.16,591.14,3.75
India,2006,952.09,285.03,High,34.68,35.49,12.53,2860.77,4.36
France,2015,946.85,211.99,High,74.3,37.67,32.33,1015.99,2.75
Germany,2023,153.45,57.22,Medium,70.42,34.68,25.86,2336.17,4.22
Argentina,2021,185.54,303.1,Low,20.61,39.19,23.26,1442.84,0.22
Russia,2020,864.05,105.69,Low,72.16,13.67,13.89,2366.77,2.33
Australia,2021,398.83,86.02,Low,21.51,12.98,22.44,1496.67,0.75
France,2020,14.33,389.97,Medium,47.5,21.3,34.55,2784.12,2.96
India,2007,281.13,54.28,High,24.05,43.29,27.44,2421.23,4.61
Spain,2016,601.65,481.55,Low,78.13,37.15,12.73,854.84,0.14
Australia,2015,801.27,281.86,Low,78.34,30.49,19.97,1348.1,3.37
Australia,2022,142.05,492.36,Low,56.65,5.88,39.39,391.71,3.98
Mexico,2009,119.44,76.1,Low,43.53,15.61,26.34,2720.07,3.75
Italy,2009,922.87,312.59,Medium,50.72,41.16,18.59,300.96,0.2
Indonesia,2001,753.64,207.2,High,65.74,15.91,37.4,152.9,0.95
Australia,2008,593.88,429.57,Low,33.39,37.86,20.08,1539.66,0.56
Australia,2016,771.49,212.55,Low,46.5,13.31,31.9,1849.07,0.52
South Korea,2010,434.57,167.22,High,64.24,32.29,14.42,747.32,3.68
USA,2009,760.87,435.9,Medium,43.72,33.27,14.69,1754.59,2.18
Australia,2021,378.08,218.59,Medium,21.92,38.84,26.84,2697.13,3.65
China,2024,251.65,57.57,Medium,50.44,24.73,17.19,1915.73,1.87
Argentina,2016,731.72,225.63,Medium,64.24,33.47,11.48,1421.65,0.67
Russia,2003,425.48,344.54,Low,78.61,26.91,37.79,518.84,3.62
Russia,2015,981.56,164.46,High,22.22,47.63,11.68,589.93,3.17
Spain,2019,355.99,244.39,High,52.4,28.48,31.52,1504.63,0.65
Canada,2014,922.51,75.52,High,47.0,14.43,19.99,1443.05,4.63
China,2024,933.63,314.64,Medium,34.55,35.06,38.01,1614.93,1.61
Mexico,2020,249.43,390.33,Medium,58.27,29.68,39.58,1572.88,3.31
Argentina,2004,800.24,235.99,High,29.82,41.17,20.06,1089.71,0.26
USA,2005,438.74,239.1,Low,37.03,12.96,27.73,2118.0,2.27
Canada,2016,918.35,89.73,Medium,66.91,16.74,33.19,715.41,4.83
Spain,2000,455.62,140.87,Low,47.62,46.47,13.7,2571.75,4.44
South Korea,2024,746.86,119.6,High,79.62,46.85,31.28,663.75,1.18
Brazil,2018,472.3,266.76,Medium,43.19,24.9,37.19,1306.07,4.41
Japan,2003,235.52,288.16,Low,47.8,7.15,15.36,711.16,1.54
South Africa,2016,207.36,477.02,Medium,38.02,18.79,35.16,1893.51,4.28
Brazil,2008,431.18,82.95,High,34.18,16.12,13.47,1485.15,3.67
Canada,2023,757.94,319.94,High,75.34,23.66,27.05,1185.51,1.83
Canada,2001,609.02,286.92,High,64.93,19.3,20.18,1477.89,4.56
Turkey,2007,691.74,282.3,Low,40.0,42.3,24.15,1321.6,2.48
Italy,2014,289.5,442.92,Medium,62.01,5.14,19.02,2579.98,1.66
Australia,2006,486.62,142.49,Medium,77.95,34.01,17.82,460.37,1.47
France,2005,53.95,68.35,Medium,24.44,34.89,32.29,2400.23,4.7
Russia,2000,819.36,352.52,High,35.87,34.73,16.69,2000.46,3.82
Canada,2014,989.99,205.32,Low,32.03,28.43,22.25,1110.13,1.81
UK,2022,412.81,57.92,High,72.19,32.5,18.24,2765.4,1.35
South Korea,2006,20.85,163.12,High,30.75,41.47,17.16,613.14,1.14
Saudi Arabia,2024,178.09,189.2,Low,38.48,40.29,28.81,999.84,1.3
Indonesia,2016,656.0,327.58,High,52.63,6.56,11.36,1187.04,0.64
Russia,2001,615.96,127.66,High,57.27,6.37,33.67,1978.61,2.48
Saudi Arabia,2008,789.99,235.87,Medium,68.49,42.75,26.39,2844.59,0.3
Germany,2008,261.35,267.11,Low,44.44,30.86,34.85,1821.0,0.16
Saudi Arabia,2012,766.0,256.66,Low,52.05,48.08,16.39,2583.29,3.13
USA,2005,691.1,488.27,Medium,77.93,24.42,31.28,2724.42,0.53
South Korea,2005,329.59,70.48,Low,37.84,12.95,22.62,1452.74,4.24
Germany,2019,550.03,477.94,Medium,34.89,26.3,12.3,1470.06,0.62
Russia,2019,155.8,311.87,High,62.64,24.64,32.57,824.99,2.76
South Korea,2020,458.04,408.08,Low,66.27,28.27,32.87,1844.6,3.41
Germany,2002,882.39,243.68,Low,44.89,41.36,18.13,448.08,1.22
Argentina,2016,426.98,254.23,High,32.78,34.5,37.48,1939.55,4.45
Japan,2016,841.17,445.7,High,66.74,13.34,32.92,2689.4,2.46
USA,2011,594.35,453.17,Low,60.23,38.05,19.2,2306.28,1.65
China,2015,199.96,157.41,Low,72.57,31.64,17.17,1982.65,4.52
Indonesia,2014,585.3,139.66,Low,70.66,31.02,23.2,2531.37,4.31
Spain,2012,510.92,273.31,Medium,32.31,35.52,18.78,2216.46,3.58
Turkey,2022,404.65,455.12,Low,69.94,30.38,16.51,1636.02,1.52
France,2000,128.43,195.06,Low,30.51,25.59,21.97,1611.09,2.01
Australia,2016,422.54,343.41,High,71.82,33.82,10.77,410.31,3.48
Brazil,2002,82.03,368.67,High,66.22,37.57,22.04,1359.8,1.01
Germany,2014,107.78,400.4,Medium,54.19,15.16,16.65,1615.1,2.53
Brazil,2003,421.76,303.77,High,58.53,27.37,17.93,1462.76,3.71
South Africa,2003,312.33,231.1,Low,26.24,25.62,12.48,2350.44,3.32
South Africa,2017,926.29,485.16,Low,22.39,6.8,27.67,566.79,3.63
